dateCrawled,name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,nrOfPictures,postalCode,lastSeen
21-03-2016 10:47,BMW_316_automaticgetriebe_Klimaanlage,privat,Angebot,650,test,limousine,1997,automatic,102,3er,150000,8,petrol,bmw,,21-03-2016 00:00,0,13357,22-03-2016 14:49
20-03-2016 12:59,Ford_Escort_Cabrio,privat,Angebot,300,test,cabrio,1992,manual,105,escort,150000,0,,ford,yes,20-03-2016 00:00,0,88515,06-04-2016 13:15
02-04-2016 12:54,Audi_TT_Coupe_1.8_T_quattro,privat,Angebot,3399,test,coupe,1999,manual,224,tt,150000,9,petrol,audi,yes,02-04-2016 00:00,0,61276,05-04-2016 19:44
23-03-2016 10:59,Volkswagen_Passat_Variant_1.6_Kombi_mit_TÜV_und_AHK,privat,Angebot,1300,control,kombi,1997,manual,101,passat,150000,10,petrol,volkswagen,no,23-03-2016 00:00,0,4277,29-03-2016 04:46
16-03-2016 23:25,Honda_Civic_EG4,privat,Angebot,900,test,,1995,manual,90,civic,150000,3,petrol,honda,,16-03-2016 00:00,0,35789,19-03-2016 17:19
22-03-2016 17:44,530d_XDRIVE_235_PS,privat,Angebot,7300,control,limousine,2009,automatic,235,5er,100000,3,diesel,bmw,no,22-03-2016 00:00,0,83022,22-03-2016 17:44
26-03-2016 15:47,Opel_Astra_Twin_Top_2.0_Turbo,privat,Angebot,8599,test,cabrio,2006,manual,200,astra,125000,9,petrol,opel,no,26-03-2016 00:00,0,79761,06-04-2016 04:15
03-04-2016 03:57,Opel_Corsa_TÜV_bis_Ende_2016,privat,Angebot,350,test,kleinwagen,1998,,0,corsa,150000,2,petrol,opel,,03-04-2016 00:00,0,82110,03-04-2016 08:53
19-03-2016 18:40,Golf_IV_1.4_16V,privat,Angebot,0,test,,2017,manual,0,golf,5000,12,petrol,volkswagen,,19-03-2016 00:00,0,21698,01-04-2016 08:47
14-03-2016 20:37,Audi_A6_2_5_TDi_Quattro_Avant_Automatic__Turbo__Kombi__132_KW__2_,privat,Angebot,5900,control,kombi,2005,automatic,178,a6,150000,1,diesel,audi,no,14-03-2016 00:00,0,88131,06-04-2016 07:17
20-03-2016 18:38,Volkswagen_Golf_1.8_5V_Turbo,privat,Angebot,6300,test,limousine,2002,manual,265,golf,150000,3,petrol,volkswagen,no,20-03-2016 00:00,0,56759,07-04-2016 01:45
04-04-2016 09:50,Volkswagen_Corrado_1.8_G60,privat,Angebot,3500,control,coupe,1991,manual,160,andere,150000,5,petrol,volkswagen,no,04-04-2016 00:00,0,66111,06-04-2016 11:17
20-03-2016 18:53,Polo_6n_Karosse_zu_verschenken,privat,Angebot,0,test,kleinwagen,1999,,0,,5000,0,petrol,volkswagen,,20-03-2016 00:00,0,37520,07-04-2016 02:45
09-03-2016 17:47,BMW_320d_DPF,privat,Angebot,5950,test,limousine,2006,manual,163,3er,150000,1,diesel,bmw,yes,09-03-2016 00:00,0,63526,10-03-2016 14:15
03-04-2016 12:45,Honda_yeszz_1.2_S,privat,Angebot,1699,control,kleinwagen,2003,manual,77,yeszz,150000,8,petrol,honda,no,03-04-2016 00:00,0,42105,07-04-2016 14:57
20-03-2016 13:54,Volkswagen_vw_t4_Einzelstueck,privat,Angebot,4699,test,bus,1996,manual,110,transporter,150000,8,petrol,volkswagen,no,20-03-2016 00:00,0,79713,25-03-2016 13:45
23-03-2016 12:54,Motorschaden_steuerrichmen_gerissen,privat,Angebot,400,control,limousine,2000,manual,144,omega,150000,10,,opel,yes,23-03-2016 00:00,0,45968,05-04-2016 12:45
12-03-2016 22:57,Volkswagen_Polo_1.4_FSI_Team,privat,Angebot,9290,control,kleinwagen,2010,manual,86,polo,40000,5,petrol,volkswagen,no,12-03-2016 00:00,0,35630,26-03-2016 06:17
18-03-2016 11:25,Mercedes_Benz_Kabrio__Limousine___mit_Gas_Umbau....,privat,Angebot,7000,control,limousine,2003,manual,120,slk,150000,5,petrol,mercedes_benz,no,18-03-2016 00:00,0,57578,23-03-2016 08:44
01-04-2016 17:56,Servo_Klima_Zv__usw,privat,Angebot,1199,test,kleinwagen,2000,manual,60,twingo,150000,5,petrol,renault,no,01-04-2016 00:00,0,28832,05-04-2016 13:44
27-03-2016 12:36,Ford_Focus_1_6l*Klima*TÜV*,privat,Angebot,1750,test,limousine,2002,manual,75,focus,125000,1,petrol,ford,no,27-03-2016 00:00,0,33330,27-03-2016 12:36
18-03-2016 23:41,Volkswagen_Golf_CL,privat,Angebot,1000,test,limousine,1990,manual,54,golf,150000,2,petrol,volkswagen,no,18-03-2016 00:00,0,47447,05-04-2016 23:16
11-03-2016 20:55,BMW_740i,privat,Angebot,1800,control,limousine,1995,automatic,286,7er,150000,12,petrol,bmw,yes,11-03-2016 00:00,0,77866,20-03-2016 10:17
20-03-2016 10:54,VW_Golf_6_1.4_Comfortline,privat,Angebot,8000,control,,2009,manual,0,golf,100000,10,petrol,volkswagen,no,20-03-2016 00:00,0,94139,06-04-2016 07:45
16-03-2016 18:37,Opel_Combo_1.7_DTI___Kasten___Lkw_Zulassung___Euro3,privat,Angebot,1100,control,bus,2003,manual,75,combo,150000,3,diesel,opel,no,16-03-2016 00:00,0,96224,24-03-2016 11:46
09-03-2016 20:37,Mercedes_Benz_E_270_T_CDI,privat,Angebot,2990,test,kombi,2001,automatic,170,e_klasse,150000,1,diesel,mercedes_benz,no,09-03-2016 00:00,0,53520,17-03-2016 02:45
26-03-2016 19:37,Opel_Corsa_1.0_TÜV_bis_01/17,privat,Angebot,300,control,kleinwagen,2000,manual,54,corsa,150000,0,petrol,opel,,26-03-2016 00:00,0,59379,06-04-2016 09:15
20-03-2016 18:47,BMW_E36_328i_Coupe_Schalter,privat,Angebot,3390,test,,2000,,0,3er,150000,2,,bmw,,20-03-2016 00:00,0,45739,28-03-2016 19:48
31-03-2016 20:57,Volkswagen_Passat,privat,Angebot,2750,test,kombi,2001,manual,131,passat,150000,12,diesel,volkswagen,no,31-03-2016 00:00,0,90471,06-04-2016 16:45
28-03-2016 20:45,Fabia_II_Combi_Greenline_1_2_TDI_DPF_mit_Gebrauchtwagengarantie,privat,Angebot,6990,control,kombi,2012,manual,75,fabia,100000,5,diesel,skoda,no,28-03-2016 00:00,0,44894,03-04-2016 13:58
01-04-2016 22:55,Audi_Cabriolet_Typ_89_2.0L,privat,Angebot,4800,test,cabrio,1996,manual,116,80,150000,6,petrol,audi,no,01-04-2016 00:00,0,38300,05-04-2016 23:46
21-03-2016 16:45,Mercedes_Benz_C_220_CDI_DPF_automatic_Avantgarde,privat,Angebot,14499,control,limousine,2007,automatic,170,c_klasse,125000,5,diesel,mercedes_benz,no,21-03-2016 00:00,0,13439,06-04-2016 15:45
27-03-2016 20:51,Audi_80_5_Zylinder_b4_liebhaberfahrzeug,privat,Angebot,1450,control,limousine,1992,manual,136,,150000,0,,audi,no,27-03-2016 00:00,0,38709,05-04-2016 20:17
03-04-2016 15:58,Verkaufe_ein_toppen_golf5,privat,Angebot,4300,test,limousine,2005,manual,90,golf,150000,11,diesel,volkswagen,,03-04-2016 00:00,0,28779,05-04-2016 15:46
24-03-2016 14:38,Honda_Civic_1.6i,privat,Angebot,2499,test,limousine,2003,manual,110,civic,150000,12,petrol,honda,,24-03-2016 00:00,0,42853,24-03-2016 14:38
02-04-2016 10:59,Alfa_Romeo_147_1.9_JTD_8V_M_Jet__DPF,privat,Angebot,3450,test,limousine,2007,manual,120,147,150000,4,diesel,alfa_romeo,no,02-04-2016 00:00,0,86678,04-04-2016 07:51
01-04-2016 15:53,Mercedes_Benz_C180_mit_TÜV,privat,Angebot,350,test,limousine,1996,manual,122,c_klasse,150000,9,petrol,mercedes_benz,,01-04-2016 00:00,0,49685,05-04-2016 10:48
13-03-2016 01:57,BMW_530d_touring,privat,Angebot,3550,control,kombi,2000,automatic,184,5er,150000,11,diesel,bmw,no,13-03-2016 00:00,0,72525,06-04-2016 08:45
28-03-2016 19:06,Sehr_gepflegter_unfallfreier_Ford_C_Max_Style+_1_6_DPF_mit_AHK,privat,Angebot,8250,test,bus,2010,manual,109,c_max,125000,10,diesel,ford,no,28-03-2016 00:00,0,35606,07-04-2016 04:44
09-03-2016 09:51,renault_clio_TÜV_NEU_bis_03_2018_inzahlungname_moeglich,privat,Angebot,800,test,kleinwagen,1998,manual,54,clio,150000,11,petrol,renault,no,09-03-2016 00:00,0,34516,14-03-2016 11:46
14-03-2016 12:46,Audi_A4_b5_Avant_TÜV_10/17,privat,Angebot,1500,test,kombi,1996,manual,126,a4,150000,0,,audi,no,14-03-2016 00:00,0,24873,17-03-2016 00:45
31-03-2016 00:59,Mercedes_Benz_GLK_250_BlueTEC_4Matic_Standhzg_Alcantara_Voll,privat,Angebot,41900,control,suv,2014,automatic,204,glk,40000,9,diesel,mercedes_benz,no,30-03-2016 00:00,0,82131,06-04-2016 01:17
05-04-2016 09:55,BMW_330d_schadow_line,privat,Angebot,4200,control,kombi,2003,automatic,204,3er,150000,1,diesel,bmw,no,05-04-2016 00:00,0,53757,07-04-2016 13:16
06-03-2016 21:38,Audi_100_c3_typ_44_bj_1985_quattro_krarosse_mit_achsen,privat,Angebot,150,control,,1985,,0,100,150000,4,petrol,audi,,06-03-2016 00:00,0,87616,07-04-2016 02:16
27-03-2016 12:59,Volkswagen_Golf_3,privat,Angebot,1000,test,kleinwagen,1996,manual,75,golf,150000,3,petrol,volkswagen,no,27-03-2016 00:00,0,38640,01-04-2016 12:45
15-03-2016 12:50,Krankenfahrstuhl_25_kmh__zu_verkaufen.,privat,Angebot,300,control,,2005,manual,0,punto,40000,9,,fiat,yes,15-03-2016 00:00,0,26215,25-03-2016 04:19
09-03-2016 12:50,Peugeot_307_90_Grand_Filou,privat,Angebot,800,control,limousine,2004,manual,88,3_reihe,150000,9,petrol,peugeot,yes,09-03-2016 00:00,0,66333,20-03-2016 06:18
22-03-2016 10:50,Mercedes_C_200_Kompressor,privat,Angebot,2300,control,limousine,2000,manual,160,c_klasse,150000,5,petrol,mercedes_benz,no,22-03-2016 00:00,0,40231,22-03-2016 11:41
29-03-2016 07:56,Audi_A6_Avant_2_5tdi*Navi*automatic*Euro4*,privat,Angebot,4000,test,kombi,2003,automatic,163,a6,150000,6,diesel,audi,no,29-03-2016 00:00,0,22525,31-03-2016 01:47
27-03-2016 20:47,POLO_1.2_KILIMA_WIE_NEU,privat,Angebot,6799,control,kleinwagen,2009,,60,,20000,5,petrol,volkswagen,no,27-03-2016 00:00,0,89077,27-03-2016 20:47
11-03-2016 18:55,Opel_meriva_1.6_16_v_lpg__z16xe_no_OPC,privat,Angebot,0,test,bus,2004,manual,101,meriva,150000,10,lpg,opel,yes,11-03-2016 00:00,0,27432,12-03-2016 23:47
03-04-2016 18:58,BMW_Z4_roadster_2.2i_M_Paket__Klima__Xenon,privat,Angebot,9450,control,cabrio,2004,manual,170,z_reihe,150000,12,petrol,bmw,no,03-04-2016 00:00,0,65549,07-04-2016 11:15
22-03-2016 16:37,Fiat_Scudo_Bulli_Werkstattwagen_Diesel,privat,Angebot,0,test,,2006,,0,andere,5000,0,,fiat,,22-03-2016 00:00,0,44867,06-04-2016 06:17
09-03-2016 12:53,KIA_SPORTAGE,privat,Angebot,14500,control,,2017,manual,136,sportage,125000,5,diesel,kia,no,09-03-2016 00:00,0,49696,05-04-2016 23:45
10-03-2016 16:57,Mercedes_Benz_C_270_CDI_Elegance,privat,Angebot,6890,control,limousine,2003,manual,170,c_klasse,125000,2,diesel,mercedes_benz,no,10-03-2016 00:00,0,55743,01-04-2016 20:47
23-03-2016 14:45,Kia_Sorento__coole_Farbe_schaut......,privat,Angebot,7500,test,suv,2007,automatic,194,sorento,5000,11,petrol,kia,,23-03-2016 00:00,0,34314,05-04-2016 15:47
01-04-2016 16:06,Volkswagen_Golf_Function,privat,Angebot,800,control,limousine,1993,manual,0,golf,10000,9,petrol,volkswagen,yes,01-04-2016 00:00,0,65929,07-04-2016 11:17
08-03-2016 19:58,A_210_Evolution_AMG_Styling_absoluter_Festpreis,privat,Angebot,1499,test,kleinwagen,2002,manual,140,a_klasse,150000,10,,mercedes_benz,no,08-03-2016 00:00,0,16727,10-03-2016 17:44
19-03-2016 19:49,is_ales_ok,privat,Angebot,500,control,kleinwagen,1999,manual,0,,150000,0,petrol,renault,no,19-03-2016 00:00,0,26969,01-04-2016 11:17
28-03-2016 10:50,VW_Caddy_Lkw_Zulassung,privat,Angebot,1495,control,kombi,2001,,64,,150000,9,diesel,volkswagen,,28-03-2016 00:00,0,99086,04-04-2016 11:45
30-03-2016 10:50,Mitsubishi_Space_ohne_TÜV,privat,Angebot,300,test,kleinwagen,1994,manual,0,andere,150000,7,petrol,mitsubishi,,30-03-2016 00:00,0,26340,30-03-2016 10:50
04-04-2016 12:57,OPEL_astra_G_TÜV_NEU,privat,Angebot,1200,control,,2018,manual,75,astra,150000,0,,opel,no,04-04-2016 00:00,0,15344,06-04-2016 14:45
21-03-2016 23:51,VW_Golf_CL__2er_Golf____TÜV_bis_02/2018,privat,Angebot,850,test,limousine,1989,manual,69,golf,125000,11,petrol,volkswagen,no,21-03-2016 00:00,0,95485,05-04-2016 15:17
01-04-2016 22:49,Volkswagen_T5_Transporter,privat,Angebot,8500,test,bus,2007,manual,131,transporter,150000,12,diesel,volkswagen,no,01-04-2016 00:00,0,17291,05-04-2016 21:45
16-03-2016 12:53,Volvo_v40_mit_klima,privat,Angebot,300,test,kombi,1998,manual,0,v40,150000,6,petrol,volvo,no,16-03-2016 00:00,0,47137,25-03-2016 10:18
28-03-2016 01:36,Honda_Civic_1.4i,privat,Angebot,1500,test,limousine,2000,manual,75,civic,125000,11,petrol,honda,no,28-03-2016 00:00,0,12163,02-04-2016 11:47
01-04-2016 10:54,BMW_E34_518I,privat,Angebot,950,control,limousine,1995,manual,115,5er,150000,0,petrol,bmw,,01-04-2016 00:00,0,27751,07-04-2016 07:46
14-03-2016 12:54,Seat_Ibiza_1.2_12V,privat,Angebot,3200,test,kleinwagen,2004,manual,64,ibiza,80000,2,petrol,seat,no,14-03-2016 00:00,0,29633,05-04-2016 13:15
19-03-2016 13:36,Ford_C_MAX_1.6_TDCi_Titanium__7_Sitzer_Topausstattung,privat,Angebot,11890,test,bus,2011,manual,116,c_max,150000,4,diesel,ford,no,19-03-2016 00:00,0,97737,06-04-2016 18:48
28-03-2016 13:46,BMW_323_Ci_automatic__Sitzheizung__Sportauspuff__Alufelgen_17Zoll,privat,Angebot,2900,test,coupe,2000,automatic,170,3er,150000,2,petrol,bmw,no,28-03-2016 00:00,0,53332,30-03-2016 04:17
07-03-2016 12:38,Ford_Mustang_GT_V8_Cabrio_Premium_Neuwagenzustand,privat,Angebot,19750,test,cabrio,2006,manual,305,mustang,50000,7,petrol,ford,no,07-03-2016 00:00,0,38350,12-03-2016 20:18
16-03-2016 12:46,Volkswagen_Eos_2.0_FSI,privat,Angebot,9800,test,cabrio,2006,manual,150,eos,60000,11,petrol,volkswagen,no,16-03-2016 00:00,0,47198,06-04-2016 07:16
18-03-2016 12:39,Ford_Fiesta_1.4_Ghia_Klima__Scheckheft__Tuev_NEU!!,privat,Angebot,1990,control,kleinwagen,2003,manual,80,fiesta,125000,4,petrol,ford,no,18-03-2016 00:00,0,13469,18-03-2016 12:39
18-03-2016 06:36,Mercedes_Benz_Vito_115_CDI_Extralang_DPF_Aut.,privat,Angebot,10500,control,bus,2006,automatic,150,vito,150000,6,diesel,mercedes_benz,no,18-03-2016 00:00,0,33729,05-04-2016 21:47
24-03-2016 15:38,Opel_Astra_J_Design_Edition_1.7_CDTI_ecoflex,privat,Angebot,11000,test,limousine,2012,manual,131,astra,70000,3,diesel,opel,no,24-03-2016 00:00,0,34613,05-04-2016 11:56
22-03-2016 10:55,Opel_Sintra_2.2__7_Sitzer,privat,Angebot,300,control,bus,1997,manual,0,andere,150000,7,petrol,opel,,22-03-2016 00:00,0,24147,28-03-2016 00:15
21-03-2016 00:59,Mercedes_Benz_E320_Cdi_/TÜV_05.2017_//Vollaustattung,privat,Angebot,2390,test,kombi,2000,automatic,197,e_klasse,150000,5,diesel,mercedes_benz,no,20-03-2016 00:00,0,27474,05-04-2016 22:46
08-03-2016 20:58,Skoda_Fabia_Combi_1.2_TSI_DSG_Style,privat,Angebot,16449,control,kombi,2015,automatic,110,fabia,10000,8,petrol,skoda,no,08-03-2016 00:00,0,95502,06-04-2016 01:17
12-03-2016 17:47,BMW_e46_318i_touring,privat,Angebot,2999,test,kombi,2001,manual,0,3er,150000,7,petrol,bmw,,12-03-2016 00:00,0,45891,07-04-2016 09:17
21-03-2016 14:43,Skoda_Fabian_automatic._Kombi_petroler,privat,Angebot,3000,control,,2016,automatic,75,fabia,150000,0,petrol,skoda,,21-03-2016 00:00,0,24782,31-03-2016 17:45
28-03-2016 17:39,Audi_A4___1_8_TFSI___Xenon___Scheckheft___51_tkm___TOP_Zustand,privat,Angebot,14300,test,limousine,2011,manual,120,a4,60000,5,petrol,audi,no,28-03-2016 00:00,0,59494,06-04-2016 23:15
21-03-2016 19:06,Volkswagen_Polo_1.4_United_1._Hand,privat,Angebot,5999,test,kleinwagen,2009,manual,80,polo,125000,5,petrol,volkswagen,no,21-03-2016 00:00,0,65529,05-04-2016 20:47
10-03-2016 18:45,Audi_A6_Avant_2.5_TDI_quattro_S_line,privat,Angebot,3700,test,kombi,2003,automatic,179,a6,150000,11,diesel,audi,no,10-03-2016 00:00,0,64846,13-03-2016 00:16
10-03-2016 23:55,Volkswagen_Touran_1.9_TDI_DPF_Navi_PDC_Tempomat_AHK_TÜV_Neu,privat,Angebot,8999,test,bus,2007,manual,105,touran,90000,2,diesel,volkswagen,no,10-03-2016 00:00,0,26689,17-03-2016 09:16
16-03-2016 15:51,BMW_530xd_e60_EZ10/2008,privat,Angebot,14000,test,limousine,2008,,235,,150000,0,,bmw,no,12-02-2016 00:00,0,95131,07-04-2016 14:56
31-03-2016 16:57,Ford_Mustang_V8_390cui,privat,Angebot,25000,control,coupe,1968,automatic,305,mustang,90000,11,petrol,ford,no,31-03-2016 00:00,0,74547,06-04-2016 10:45
30-03-2016 22:51,Audi_80_1.8_in_tadellosem_Zustand._Erst_71.000_km!,privat,Angebot,2790,control,limousine,1992,manual,90,80,80000,3,petrol,audi,no,30-03-2016 00:00,0,1219,05-04-2016 15:46
20-03-2016 23:48,BMW_320i_Facelift,privat,Angebot,13400,control,limousine,2008,manual,170,3er,100000,12,petrol,bmw,no,20-03-2016 00:00,0,64289,07-04-2016 11:17
25-03-2016 15:56,Volkswagen_Golf_Plus_1.6_Goal,privat,Angebot,4900,test,bus,2006,manual,102,golf,150000,8,petrol,volkswagen,yes,25-03-2016 00:00,0,4288,06-04-2016 20:16
08-03-2016 21:52,Volkswagen_Golf_R32_4Motion_DSG,privat,Angebot,11299,control,limousine,2006,automatic,250,golf,150000,8,petrol,volkswagen,no,08-03-2016 00:00,0,22083,19-03-2016 09:46
03-04-2016 11:44,Golf_1_6_Family,privat,Angebot,550,control,andere,1997,manual,75,golf,150000,6,petrol,volkswagen,no,03-04-2016 00:00,0,96175,07-04-2016 12:45
21-03-2016 20:43,Hyundai_Getz_1.5_CRDi_VGT_GLS,privat,Angebot,1400,control,kleinwagen,2006,manual,88,getz,150000,7,diesel,hyundai,yes,21-03-2016 00:00,0,51147,02-04-2016 22:47
27-03-2016 12:47,VW_Polo_Coupe_86c_1990Bj._125193km,privat,Angebot,1200,test,coupe,1990,manual,45,,150000,0,petrol,volkswagen,,27-03-2016 00:00,0,83317,07-04-2016 08:17
22-03-2016 18:47,Opel_Insignia_2.0_CDTI_Sports_Tourer_Edition,privat,Angebot,9500,control,kombi,2011,manual,131,insignia,150000,12,diesel,opel,no,22-03-2016 00:00,0,31832,02-04-2016 13:15
20-03-2016 16:57,Volkswagen_Golf_Variant_1.9_TDI_Joker,privat,Angebot,1800,test,kombi,1999,manual,90,golf,150000,4,diesel,volkswagen,no,20-03-2016 00:00,0,1920,06-04-2016 22:47
24-03-2016 13:51,Renault_Twingo_Lazuli_sport_1.2_16V_TÜV_2_yeshre,privat,Angebot,2800,control,,2018,manual,75,twingo,125000,12,,renault,no,24-03-2016 00:00,0,86199,07-04-2016 05:17
08-03-2016 09:56,A3_2.0_TDI_Sportback_DPF_quattro,privat,Angebot,3200,control,kombi,2006,,0,a3,150000,11,diesel,audi,no,08-03-2016 00:00,0,41748,08-03-2016 09:56
04-04-2016 21:43,***_ACHTUNG_FORD_KA_NEU_TÜV_BIS_04/2087_ZU_VERKAUFEN_***,privat,Angebot,1350,test,kleinwagen,2002,manual,60,ka,150000,8,petrol,ford,,04-04-2016 00:00,0,24103,07-04-2016 00:15
02-04-2016 23:54,BMW_530d_Touring_Aut._TOP_Ausstattung!!!_Rabatt_!!,privat,Angebot,11000,test,kombi,2006,automatic,231,5er,150000,11,diesel,bmw,no,02-04-2016 00:00,0,76332,07-04-2016 07:16
03-04-2016 20:44,Nissan_Almera,privat,Angebot,1999,test,,2016,manual,110,almera,150000,9,diesel,nissan,,03-04-2016 00:00,0,10997,05-04-2016 21:17
31-03-2016 13:45,RENAULT_MEGANE_2.0_TURBO_COUPE_CABRIO_PRIVILEG,privat,Angebot,6900,control,cabrio,2006,manual,163,megane,100000,1,petrol,renault,no,31-03-2016 00:00,0,84416,06-04-2016 06:16
30-03-2016 16:39,BMW_730er_V8_automatic_aus_3er_Hand_top_fahrbereit__TÜV:07.16!!!,privat,Angebot,1600,test,limousine,1996,automatic,0,7er,150000,5,petrol,bmw,no,30-03-2016 00:00,0,12057,01-04-2016 10:45
01-04-2016 18:45,Audi_A6_Avant_2.7_TDI_DPF_multitronic,privat,Angebot,12999,control,kombi,2008,automatic,179,a6,150000,8,diesel,audi,no,01-04-2016 00:00,0,25551,05-04-2016 14:18
31-03-2016 12:58,BMW_BMW_535_d_xDrive_M_Sportpaket+Head_Up+Panorama++,privat,Angebot,18400,test,kombi,2011,automatic,313,5er,150000,11,diesel,bmw,no,31-03-2016 00:00,0,52477,31-03-2016 13:44
25-03-2016 01:36,Volkswagen_Vento_1.8_CLX,privat,Angebot,999,test,limousine,1995,manual,75,andere,150000,10,petrol,volkswagen,no,25-03-2016 00:00,0,76597,06-04-2016 06:45
27-03-2016 23:48,"Audi_A3_2.0_TDI_Sportback_DPF_S_tronic_Navi_Xenon_19""",privat,Angebot,12899,test,kombi,2009,automatic,140,a3,150000,9,diesel,audi,no,27-03-2016 00:00,0,51109,06-04-2016 02:15
31-03-2016 19:52,BMW_318d_DPF,privat,Angebot,10500,control,limousine,2010,manual,143,3er,150000,5,diesel,bmw,no,31-03-2016 00:00,0,29683,06-04-2016 14:18
